PUBCHEM_CID,AID,PUBCHEM_SID,PUBCHEM_ACTIVITY_SCORE,PubChem Standard Value,MolecularWeight,Standard Value,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Units,Activity Comment,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50
164575759,1920053,486503496.0,,0.0315,509.6,,0.0315,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,
166034047,1919057,475727197.0,,0.00033999999999999997,526.6,,0.00033999999999999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,
166034050,1919057,475727196.0,,0.0006,533.6,,0.0006,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,
166611548,1919094,475952595.0,,0.1,496.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
166638751,1919215,476024456.0,,0.05,490.9,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
166638752,1919215,476024517.0,,0.05,563.6,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
166638753,1919215,476024522.0,,0.05,581.6,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
166890606,1919643,483622388.0,,0.016,546.6,,0.016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
166927641,1920052,486503514.0,,0.0582,480.5,,0.0582,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,58.2,,,,,,,,,,,,,,,,,
166927641,1920053,486503514.0,,0.17600000000000002,480.5,,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
166927644,1920052,486503530.0,,0.0625,494.5,,0.0625,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,62.5,,,,,,,,,,,,,,,,,
166927644,1920053,486503530.0,,0.12300000000000001,494.5,,0.12300000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,
166927653,1920052,486503645.0,,0.0042,468.5,,0.0042,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,
166927653,1920053,486503645.0,,0.0063,468.5,,0.0063,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,
166927654,1920052,486503554.0,,0.047,471.5,,0.047,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,
166927654,1920053,486503554.0,,0.204,471.5,,0.204,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,
166927659,1920052,486503632.0,,0.0203,504.5,,0.0203,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,
166927659,1920053,486503632.0,,0.0672,504.5,,0.0672,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,67.2,,,,,,,,,,,,,,,,,
166927660,1920052,486503541.0,,0.0276,480.5,,0.0276,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,
166927660,1920053,486503541.0,,0.161,480.5,,0.161,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,
166927661,1920052,486503678.0,,0.0173,456.5,,0.0173,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,
166927661,1920053,486503678.0,,0.0256,456.5,,0.0256,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,
166927662,1920052,486503615.0,,0.0351,502.0,,0.0351,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,
166927662,1920053,486503615.0,,0.0507,502.0,,0.0507,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.7,,,,,,,,,,,,,,,,,
166927663,1920052,486503542.0,,0.106,486.5,,0.106,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,
166927663,1920053,486503542.0,,0.0703,486.5,,0.0703,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,70.3,,,,,,,,,,,,,,,,,
166927669,1920052,486503887.0,,0.0584,494.5,,0.0584,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,58.4,,,,,,,,,,,,,,,,,
166927669,1920053,486503887.0,,0.0932,494.5,,0.0932,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,
166927670,1920053,486503683.0,,0.0339,494.5,,0.0339,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.9,,,,,,,,,,,,,,,,,
166927674,1920052,486503625.0,,0.0076,496.6,,0.0076,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,
166927674,1920053,486503625.0,,0.0163,496.6,,0.0163,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,
166927676,1920052,486503661.0,,0.033,484.5,,0.033,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
166927676,1920053,486503661.0,,0.171,484.5,,0.171,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
166927677,1920052,486503658.0,,0.0275,524.5,,0.0275,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,
166927677,1920053,486503658.0,,0.0271,524.5,,0.0271,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,,
166927696,1920052,486503568.0,,0.0252,502.5,,0.0252,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.2,,,,,,,,,,,,,,,,,
166927696,1920053,486503568.0,,0.0951,502.5,,0.0951,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,95.1,,,,,,,,,,,,,,,,,
166927698,1920052,486503507.0,,0.0335,497.6,,0.0335,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,
166927698,1920053,486503507.0,,0.0942,497.6,,0.0942,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,94.2,,,,,,,,,,,,,,,,,
166927699,1920052,486503551.0,,0.0263,516.6,,0.0263,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.3,,,,,,,,,,,,,,,,,
166927699,1920053,486503551.0,,0.0338,516.6,,0.0338,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,
166927701,1920052,486503550.0,,0.0604,486.5,,0.0604,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,60.4,,,,,,,,,,,,,,,,,
166927701,1920053,486503550.0,,0.42200000000000004,486.5,,0.42200000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,422.0,,,,,,,,,,,,,,,,,
166927703,1920052,486503595.0,,0.0265,488.9,,0.0265,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,
166927703,1920053,486503595.0,,0.11800000000000001,488.9,,0.11800000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,
166927708,1920052,486503689.0,,0.0148,485.5,,0.0148,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,
166927708,1920053,486503689.0,,0.0276,485.5,,0.0276,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,
166927712,1920052,486503621.0,,0.099,541.0,,0.099,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
166927712,1920053,486503621.0,,0.102,541.0,,0.102,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
166927713,1920052,486503679.0,,0.0292,496.6,,0.0292,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,
166927713,1920053,486503679.0,,0.0579,496.6,,0.0579,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,57.9,,,,,,,,,,,,,,,,,
166927714,1920052,486503654.5,,0.005050000000000001,482.5,,0.005050000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.050000000000002,,,,,,,,,,,,,,,,,
166927714,1920053,486503654.5,,0.00475,482.5,,0.00475,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,
166927715,1920052,486503628.0,,0.0064,508.6,,0.0064,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,
166927715,1920053,486503628.0,,0.0052,508.6,,0.0052,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,
166927717,1920052,486503662.0,,0.0191,491.5,,0.0191,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.1,,,,,,,,,,,,,,,,,
166927717,1920053,486503662.0,,0.0448,491.5,,0.0448,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.8,,,,,,,,,,,,,,,,,
166927720,1920052,486503690.0,,0.0093,497.6,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
166927720,1920053,486503690.0,,0.0121,497.6,,0.0121,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,
166927721,1920052,486503677.0,,0.0224,480.4,,0.0224,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22.4,,,,,,,,,,,,,,,,,
166927721,1920053,486503677.0,,0.0451,480.4,,0.0451,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,45.1,,,,,,,,,,,,,,,,,
166927737,1920053,486503491.0,,0.0368,484.6,,0.0368,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,36.8,,,,,,,,,,,,,,,,,
166927738,1920052,486503519.0,,0.0596,460.5,,0.0596,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,,
166927738,1920053,486503519.0,,0.091,460.5,,0.091,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,
166927739,1920052,486503512.0,,0.0715,532.5,,0.0715,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,71.5,,,,,,,,,,,,,,,,,
166927739,1920053,486503512.0,,0.145,532.5,,0.145,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,
166927741,1920052,486503524.0,,0.1,488.5,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
166927741,1920053,486503524.0,,0.317,488.5,,0.317,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,
166927742,1920052,486503504.0,,0.0346,495.5,,0.0346,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,34.6,,,,,,,,,,,,,,,,,
166927742,1920053,486503504.0,,0.0434,495.5,,0.0434,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,43.4,,,,,,,,,,,,,,,,,
166927752,1920052,486503569.0,,0.0231,484.5,,0.0231,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,
166927752,1920053,486503569.0,,0.0812,484.5,,0.0812,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,81.2,,,,,,,,,,,,,,,,,
166927754,1920052,486503575.0,,0.0238,498.6,,0.0238,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,
166927754,1920053,486503575.0,,0.0207,498.6,,0.0207,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,
166927756,1920052,486503600.0,,0.021,482.5,,0.021,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
166927756,1920053,486503600.0,,0.02,482.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
166927757,1920052,486503611.0,,0.0096,502.6,,0.0096,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,
166927757,1920053,486503611.0,,0.0126,502.6,,0.0126,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,
166927758,1920052,486503614.0,,0.0242,515.5,,0.0242,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,24.2,,,,,,,,,,,,,,,,,
166927758,1920053,486503614.0,,0.0507,515.5,,0.0507,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.7,,,,,,,,,,,,,,,,,
166927763,1920052,486503631.0,,0.0287,523.6,,0.0287,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,
166927763,1920053,486503631.0,,0.0407,523.6,,0.0407,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,
166927771,1920052,486503685.0,,0.0288,514.6,,0.0288,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,28.8,,,,,,,,,,,,,,,,,
166927771,1920053,486503685.0,,0.12,514.6,,0.12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,
166927837,1920052,486503487.0,,0.0214,508.6,,0.0214,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,
166927837,1920053,486503487.0,,0.0511,508.6,,0.0511,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,51.1,,,,,,,,,,,,,,,,,
166927838,1920052,486503509.0,,0.0788,488.5,,0.0788,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,78.8,,,,,,,,,,,,,,,,,
166927838,1920053,486503509.0,,0.39299999999999996,488.5,,0.39299999999999996,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,
166927839,1920052,486503484.0,,0.0642,430.5,,0.0642,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,64.2,,,,,,,,,,,,,,,,,
166927839,1920053,486503484.0,,0.275,430.5,,0.275,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,
166927840,1920052,486503502.0,,0.10400000000000001,488.5,,0.10400000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
166927840,1920053,486503502.0,,0.196,488.5,,0.196,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
166927841,1920052,486503511.0,,0.19899999999999998,478.5,,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,
166927841,1920053,486503511.0,,0.358,478.5,,0.358,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,
166927842,1920053,486503513.0,,0.23399999999999999,480.5,,0.23399999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,
166927843,1920052,486503529.0,,0.0302,476.5,,0.0302,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,,
166927843,1920053,486503529.0,,0.0377,476.5,,0.0377,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,37.7,,,,,,,,,,,,,,,,,
166927848,1920052,486503540.0,,0.0151,494.5,,0.0151,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,
166927848,1920053,486503540.0,,0.0343,494.5,,0.0343,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,34.3,,,,,,,,,,,,,,,,,
166927854,1920052,486503548.0,,0.337,457.5,,0.337,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
166927854,1920053,486503548.0,,2.3369999999999997,457.5,,2.3369999999999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2337.0,,,,,,,,,,,,,,,,,
166927857,1920052,486503557.0,,0.204,549.5,,0.204,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,
166927857,1920053,486503557.0,,0.726,549.5,,0.726,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,726.0,,,,,,,,,,,,,,,,,
166927873,1920052,486503877.0,,0.0259,455.5,,0.0259,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.9,,,,,,,,,,,,,,,,,
166927873,1920053,486503877.0,,0.0705,455.5,,0.0705,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,70.5,,,,,,,,,,,,,,,,,
166927876,1920052,486503571.0,,0.23199999999999998,532.0,,0.23199999999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,232.0,,,,,,,,,,,,,,,,,
166927876,1920053,486503571.0,,1.9509999999999998,532.0,,1.9509999999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1951.0,,,,,,,,,,,,,,,,,
166927883,1920052,486503553.0,,0.153,488.9,,0.153,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,
166927883,1920053,486503553.0,,0.847,488.9,,0.847,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,847.0,,,,,,,,,,,,,,,,,
166927886,1920052,486503680.0,,0.0405,544.6,,0.0405,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,,
166927886,1920053,486503680.0,,0.0302,544.6,,0.0302,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,,
166927889,1920052,486503686.0,,0.0332,498.5,,0.0332,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.2,,,,,,,,,,,,,,,,,
166927889,1920053,486503686.0,,0.0486,498.5,,0.0486,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,48.6,,,,,,,,,,,,,,,,,
166927890,1920052,486503675.0,,0.0297,493.6,,0.0297,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,
166927890,1920053,486503675.0,,0.10400000000000001,493.6,,0.10400000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
166927891,1920052,486503687.0,,0.0232,486.5,,0.0232,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,
166927891,1920053,486503687.0,,0.0533,486.5,,0.0533,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,53.3,,,,,,,,,,,,,,,,,
166927896,1920052,486503499.0,,0.02,480.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
166927896,1920053,486503499.0,,0.0508,480.5,,0.0508,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.8,,,,,,,,,,,,,,,,,
166927902,1920053,486503545.0,,0.163,494.5,,0.163,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,
166927903,1920052,486503531.0,,0.0297,494.5,,0.0297,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,
166927903,1920053,486503531.0,,0.0443,494.5,,0.0443,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.3,,,,,,,,,,,,,,,,,
166927906,1920052,486503498.0,,0.0856,480.5,,0.0856,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,85.6,,,,,,,,,,,,,,,,,
166927906,1920053,486503498.0,,0.507,480.5,,0.507,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,
166927913,1920052,486503651.0,,0.0815,518.5,,0.0815,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,81.5,,,,,,,,,,,,,,,,,
166927913,1920053,486503651.0,,0.171,518.5,,0.171,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
166927914,1920052,486503532.0,,0.0194,480.5,,0.0194,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,
166927914,1920053,486503532.0,,0.0276,480.5,,0.0276,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,
166927915,1920052,486503517.0,,0.031,508.6,,0.031,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
166927915,1920053,486503517.0,,0.025,508.6,,0.025,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
166927917,1920052,486503543.0,,0.0702,444.5,,0.0702,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,70.2,,,,,,,,,,,,,,,,,
166927917,1920053,486503543.0,,0.299,444.5,,0.299,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,
166927919,1920052,486503552.0,,0.0356,472.5,,0.0356,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,,
166927919,1920053,486503552.0,,0.431,472.5,,0.431,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,431.0,,,,,,,,,,,,,,,,,
166927921,1920052,486503561.0,,0.0681,521.6,,0.0681,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,68.1,,,,,,,,,,,,,,,,,
166927921,1920053,486503561.0,,0.285,521.6,,0.285,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,,
166927922,1920052,486503574.0,,0.0154,506.0,,0.0154,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,
166927922,1920053,486503574.0,,0.0147,506.0,,0.0147,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,
166927925,1920052,486503590.0,,0.0542,496.6,,0.0542,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,54.2,,,,,,,,,,,,,,,,,
166927925,1920053,486503590.0,,0.0887,496.6,,0.0887,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,88.7,,,,,,,,,,,,,,,,,
166927929,1920052,486503586.0,,0.0501,515.0,,0.0501,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.1,,,,,,,,,,,,,,,,,
166927929,1920053,486503586.0,,0.0963,515.0,,0.0963,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,96.3,,,,,,,,,,,,,,,,,
166927936,1920052,486503767.0,,0.0498,488.5,,0.0498,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,49.8,,,,,,,,,,,,,,,,,
166927936,1920053,486503767.0,,0.146,488.5,,0.146,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,
166927938,1920052,486503634.0,,0.027999999999999997,496.6,,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
166927956,1920053,486503613.0,,0.0259,518.0,,0.0259,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.9,,,,,,,,,,,,,,,,,
166928114,1920052,486503477.0,,0.0098,462.5,,0.0098,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,
166928114,1920053,486503477.0,,0.0109,462.5,,0.0109,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,
166928116,1920052,486503495.0,,0.313,521.6,,0.313,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,
166928116,1920053,486503495.0,,1.34,521.6,,1.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1340.0,,,,,,,,,,,,,,,,,
166928145,1920052,486503612.0,,0.0213,516.6,,0.0213,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,
166928145,1920053,486503612.0,,0.0203,516.6,,0.0203,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,
166928146,1920052,486503607.0,,0.0262,467.5,,0.0262,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.2,,,,,,,,,,,,,,,,,
166928146,1920053,486503607.0,,0.0457,467.5,,0.0457,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,45.7,,,,,,,,,,,,,,,,,
166928147,1920052,486503636.0,,0.0161,482.5,,0.0161,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,
166928147,1920053,486503636.0,,0.0397,482.5,,0.0397,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,
166928148,1920052,486503638.0,,0.0391,532.5,,0.0391,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,
166928149,1920052,486503647.0,,0.0532,463.4,,0.0532,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,53.2,,,,,,,,,,,,,,,,,
166928149,1920053,486503647.0,,0.15,463.4,,0.15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
166928150,1920052,486503648.0,,0.0209,454.5,,0.0209,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.9,,,,,,,,,,,,,,,,,
166928150,1920053,486503648.0,,0.0671,454.5,,0.0671,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,67.1,,,,,,,,,,,,,,,,,
166928160,1920052,486503670.0,,0.0186,479.5,,0.0186,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,
166928160,1920053,486503670.0,,0.0526,479.5,,0.0526,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,52.6,,,,,,,,,,,,,,,,,
167318536,1920052,486503768.0,,0.0755,500.5,,0.0755,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,75.5,,,,,,,,,,,,,,,,,
167318536,1920053,486503768.0,,0.284,500.5,,0.284,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,
167318537,1920052,486503843.0,,0.0133,501.9,,0.0133,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,
167318537,1920053,486503843.0,,0.0117,501.9,,0.0117,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,
167318538,1920052,486503908.0,,0.0601,529.0,,0.0601,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,60.1,,,,,,,,,,,,,,,,,
